CD_CLI,ID_TEL,TELEFONE,TEL_PREFERENCIAL
1808,1808,(60) 99478-9427,1
1809,1809,(88) 97585-8356,1
1810,1810,(78) 97434-7131,1
1811,1811,(34) 99786-6874,1
1812,1812,(85) 99981-5009,1
1813,1813,(77) 97248-2498,1
1814,1814,(25) 97618-9658,1
1815,1815,(54) 99588-9326,1
1816,1816,(92) 99362-2091,1
1817,1817,(06) 99656-4893,1
1818,1818,(53) 97871-3603,1
1820,1820,(57) 97804-6450,1
1821,1821,(87) 98288-8804,1
1822,1822,(67) 97259-0754,1
1823,1823,(57) 97032-4988,1
1824,1824,(79) 98214-6856,1
1825,1825,(02) 97524-8053,1
1826,1826,(27) 98583-9453,1
1827,1827,(09) 97382-2511,1
1827,1828,(67) 99954-4727,0
1829,1829,(32) 98887-1826,1
1830,1830,(50) 97806-7937,1
1831,1831,(48) 98481-6277,1
1832,1832,(58) 98344-2734,1
1833,1833,(97) 99263-1208,1
1833,1834,(75) 99461-4611,0
1836,1836,(21) 97240-5680,1
1837,1837,(00) 97135-4758,1
1838,1838,(99) 98209-0035,1
1839,1839,(95) 97906-3130,1
1840,1840,(90) 98821-1674,1
1840,1841,(77) 99466-9818,0
1842,1842,(94) 97625-1053,1
1843,1843,(60) 98070-6622,1
1844,1844,(01) 97573-9815,1
1845,1845,(02) 98777-2499,1
1846,1846,(21) 98103-3954,1
1847,1847,(26) 98447-5324,1
1848,1848,(63) 99127-3834,1
1849,1849,(79) 97464-3851,1
1850,1850,(24) 98240-2499,1
1851,1851,(75) 98715-7347,1
1851,1852,(62) 98515-3994,0
1853,1853,(77) 98329-0515,1
1854,1854,(38) 98461-4866,1
1855,1855,(07) 98997-0515,1
1855,1856,(50) 97079-1645,0
1857,1857,(43) 97995-6420,1
1858,1858,(79) 98543-9374,1
1859,1859,(97) 97877-1222,1
1860,1860,(58) 97130-4458,1
1860,1861,(99) 98840-5876,0
1863,1863,(35) 97288-2845,1
1863,1864,(24) 98045-5333,0
1864,1865,(79) 97876-9293,1
1867,1867,(64) 99063-6595,1
1868,1868,(57) 98102-3757,1
1870,1870,(54) 97829-4321,1
1871,1871,(53) 99240-1569,1
1873,1873,(21) 98108-7750,1
1874,1874,(13) 98693-0059,1
1875,1875,(42) 98255-1407,1
1876,1876,(76) 97376-2711,1
1878,1878,(17) 98947-4812,1
1879,1879,(58) 97626-6262,1
1880,1880,(53) 99793-6170,1
1881,1881,(61) 98565-1592,1
1883,1883,(69) 98258-4686,1
1884,1884,(37) 97596-3622,1
1885,1885,(75) 97096-9789,1
1886,1886,(03) 97498-4721,1
1887,1887,(92) 97246-2561,1
1887,1888,(71) 99896-6936,0
1889,1889,(54) 97371-8707,1
1890,1890,(08) 97842-6168,1
1890,1891,(13) 97497-1417,0
1892,1892,(13) 99203-4324,1
1892,1893,(51) 98227-9180,0
1894,1894,(95) 98743-9888,1
1895,1895,(20) 98684-1461,1
1896,1896,(56) 97941-1474,1
1897,1897,(15) 99563-5928,1
1897,1898,(00) 97412-5125,0
1899,1899,(72) 98346-4292,1
1900,1900,(74) 99922-3044,1
1902,1902,(88) 98679-3829,1
1903,1903,(66) 97323-0472,1
1904,1904,(16) 97347-5279,1
1905,1905,(37) 97551-3886,1
1906,1906,(07) 99934-0454,1
1907,1907,(16) 97272-6363,1
1908,1908,(52) 99495-0112,1
1909,1909,(01) 99839-7745,1
1910,1910,(26) 99153-9447,1
1911,1911,(46) 98997-4915,1
1912,1912,(06) 98287-2010,1
1913,1913,(08) 97488-1523,1
1914,1914,(82) 97288-1057,1
1915,1915,(88) 98001-7008,1
1915,1916,(10) 97104-9562,0
1917,1917,(79) 99870-2707,1
1918,1918,(33) 97326-0274,1
1919,1919,(90) 98364-4882,1
1920,1920,(24) 99592-0042,1
1921,1921,(07) 97836-4703,1
1922,1922,(91) 99031-0295,1
1923,1923,(60) 97893-4699,1
1924,1924,(24) 98052-7546,1
1925,1925,(78) 98446-9811,1
1926,1926,(73) 98132-5267,1
1927,1927,(37) 99594-4944,1
1928,1928,(66) 98196-6677,1
1928,1929,(24) 98550-9227,0
1930,1930,(02) 98708-4417,1
1931,1931,(65) 97837-8627,1
1932,1932,(19) 98390-0071,1
1932,1933,(51) 97782-8429,0
1934,1934,(12) 98406-7984,1
1935,1935,(27) 97146-2076,1
1935,1936,(71) 97927-0369,0
1937,1937,(61) 99690-5844,1
1938,1938,(29) 97444-6084,1
1938,1939,(55) 97571-3073,0
1940,1940,(81) 99357-1136,1
1941,1941,(91) 97894-4786,1
1942,1942,(85) 99707-0883,1
1943,1943,(55) 97839-4877,1
1944,1944,(42) 97697-5650,1
1945,1945,(17) 98745-6484,1
1946,1946,(25) 99567-7052,1
1947,1947,(65) 97100-2947,1
1948,1948,(64) 99369-9465,1
1949,1949,(03) 97117-3198,1
1950,1950,(01) 99287-2420,1
1951,1951,(23) 97453-7873,1
1951,1952,(51) 97039-4285,0
1953,1953,(08) 98823-1575,1
1954,1954,(25) 97779-2259,1
1955,1955,(92) 99916-8320,1
1955,1957,(03) 97100-6465,0
1958,1958,(26) 99492-0484,1
1959,1959,(67) 99814-8923,1
1960,1960,(06) 99169-6778,1
1961,1961,(63) 97479-9349,1
1962,1962,(86) 97465-8112,1
1963,1963,(48) 97930-3336,1
1965,1965,(49) 98259-7746,1
1966,1966,(06) 97421-5124,1
1967,1967,(13) 97741-6986,1
1968,1968,(88) 98255-7417,1
1969,1969,(34) 98975-9066,1
1970,1970,(89) 99740-1286,1
1971,1971,(29) 97854-6407,1
1972,1972,(93) 98715-7799,1
1973,1973,(65) 97036-9904,1
1974,1974,(29) 97523-5412,1
1975,1975,(80) 99079-1725,1
1977,1977,(61) 97077-3393,1
1978,1978,(34) 99857-7130,1
1979,1979,(01) 97202-3070,1
1980,1980,(10) 97663-0906,1
1981,1981,(95) 98167-8077,1
1982,1982,(26) 97365-4863,1
1983,1983,(90) 97664-4060,1
1984,1984,(46) 98497-0316,1
1985,1985,(82) 97759-6567,1
1985,1986,(45) 98901-4622,0
1987,1987,(07) 97813-9430,1
1988,1988,(13) 97528-2894,1
1989,1989,(37) 97497-4283,1
1990,1990,(47) 98811-4782,1
1992,1992,(44) 97688-9850,1
1993,1993,(53) 99301-4489,1
1994,1994,(55) 99017-1188,1
1995,1995,(76) 99581-4344,1
1996,1996,(96) 98641-7776,1
1996,1997,(36) 97357-3657,0
1998,1998,(16) 98675-4986,1
2000,2000,(37) 99009-9520,1
2001,2001,(84) 97290-6716,1
2002,2002,(51) 99891-3332,1
2003,2003,(96) 97805-9974,1
2004,2004,(38) 98446-2671,1
2004,2005,(37) 98644-3371,0
2006,2006,(06) 97355-3648,1
2007,2007,(15) 98832-8926,1
2008,2008,(78) 97285-3000,1
2009,2009,(90) 97266-3934,1
2010,2010,(69) 97560-6300,1
2011,2011,(39) 97870-3763,1
2012,2012,(03) 97677-5064,1
2013,2013,(36) 97115-2650,1
2014,2014,(30) 98232-7112,1
2015,2015,(87) 98291-9763,1
2016,2016,(71) 98330-2005,1
2017,2017,(39) 99880-3361,1
2018,2018,(00) 98252-8867,1
2018,2020,(41) 99188-7481,0
2021,2021,(77) 99145-8187,1
2022,2022,(81) 99220-5955,1
2023,2023,(51) 98170-5139,1
2024,2024,(09) 97353-6859,1
2025,2025,(17) 98904-2735,1
2026,2026,(82) 99013-4568,1
2026,2027,(63) 97747-6170,0
2028,2028,(55) 97307-0297,1
2029,2029,(91) 99635-7517,1
2030,2030,(32) 99735-1853,1
2031,2031,(34) 99866-0659,1
2032,2032,(72) 99071-2322,1
2033,2033,(90) 98944-6081,1
2034,2034,(57) 97152-0457,1
2035,2035,(73) 97456-0479,1
2036,2036,(26) 98474-9614,1
2038,2038,(13) 99160-6428,1
2040,2040,(32) 97585-4046,1
2041,2041,(05) 97903-9055,1
2041,2042,(28) 97371-9078,0
2043,2043,(65) 98738-4528,1
2045,2045,(19) 97110-1403,1
2046,2046,(70) 98196-7786,1
2047,2047,(34) 99375-8886,1
2047,2048,(05) 97541-6063,0
2049,2049,(84) 97901-7632,1
2050,2050,(49) 99236-9311,1
2051,2051,(72) 97118-7640,1
2052,2052,(84) 98183-4896,1
2052,2053,(80) 97848-0969,0
2054,2054,(50) 97269-4776,1
2056,2056,(94) 99156-2847,1
2057,2057,(41) 97314-4982,1
2058,2058,(23) 99160-3250,1
2059,2059,(36) 98239-8759,1
2060,2060,(98) 98138-2259,1
2061,2061,(33) 97638-6262,1
2061,2062,(19) 98738-3201,0
2064,2064,(36) 98428-6463,1
2064,2065,(47) 99287-3727,0
2066,2066,(10) 99597-6749,1
2067,2067,(42) 98622-9331,1
2068,2068,(99) 99735-6948,1
2069,2069,(15) 98297-4669,1
2070,2070,(64) 99809-7048,1
2071,2071,(05) 99211-1649,1
2072,2072,(87) 98823-0898,1
2073,2073,(23) 98363-3277,1
2074,2074,(21) 98392-4003,1
2077,2077,(06) 97219-2714,1
2079,2079,(02) 97489-5658,1
2082,2082,(96) 99521-5966,1
2083,2083,(79) 97860-0752,1
2084,2084,(00) 99219-7891,1
2085,2085,(99) 98548-7276,1
2086,2086,(58) 99527-9621,1
2087,2087,(94) 98055-3080,1
2088,2088,(52) 98255-4376,1
2090,2090,(36) 99563-2555,1
2091,2091,(25) 99216-6208,1
2093,2093,(33) 99534-4135,1
2094,2094,(53) 98088-9149,1
2095,2095,(71) 99702-7325,1
2096,2096,(02) 99794-4364,1
2097,2097,(40) 98974-9058,1
2098,2098,(03) 98985-2015,1
2099,2099,(98) 98400-1786,1
2100,2100,(07) 98461-1747,1
2101,2101,(38) 98528-2320,1
2101,2102,(64) 99059-8819,0
2103,2103,(23) 97366-2262,1
2105,2105,(51) 99741-1926,1
2106,2106,(22) 98585-1675,1
2107,2107,(84) 98096-3354,1
2108,2108,(64) 97526-0743,1
2109,2109,(57) 99488-3118,1
2110,2110,(61) 97371-5950,1
2111,2111,(75) 99491-3030,1
2112,2112,(84) 97069-2533,1
2113,2113,(71) 98559-6605,1
2114,2114,(59) 98437-0967,1
2115,2115,(48) 98765-5436,1
2116,2116,(46) 97441-1146,1
2117,2117,(70) 98791-0463,1
2119,2119,(35) 98172-0010,1
2120,2120,(06) 98307-4540,1
2121,2121,(82) 97022-5882,1
2122,2122,(16) 99295-9657,1
2123,2123,(34) 99827-3299,1
2124,2124,(03) 97479-1323,1
2125,2125,(50) 99183-9990,1
2126,2126,(93) 98212-9331,1
2127,2127,(51) 98671-6551,1
2127,2128,(60) 98612-6455,0
2129,2129,(59) 97452-6279,1
2130,2130,(81) 99011-0185,1
2131,2131,(50) 99889-2296,1
2131,2132,(04) 99614-6631,0
2133,2133,(94) 98796-3232,1
2134,2134,(40) 99887-6528,1
2135,2135,(90) 97617-0875,1
2135,2136,(13) 98915-3735,0
2137,2137,(35) 97994-1141,1
2138,2138,(64) 99690-8341,1
2139,2139,(57) 99118-5059,1
2140,2140,(26) 99803-5438,1
2141,2141,(63) 98829-2713,1
2143,2143,(64) 99632-1154,1
2143,2144,(02) 98628-0924,0
2145,2145,(71) 98439-8689,1
2146,2146,(06) 97205-8428,1
2147,2147,(96) 98025-2006,1
2149,2149,(23) 99077-7453,1
2151,2151,(64) 97620-9610,1
2152,2152,(99) 97500-9753,1
2153,2153,(80) 99846-8180,1
2154,2154,(19) 99221-8418,1
2154,2155,(68) 99581-9164,0
2157,2157,(30) 98935-8190,1
2158,2158,(69) 97255-0658,1
2159,2159,(35) 97182-3767,1
2160,2160,(56) 99842-3256,1
2161,2161,(98) 99184-6295,1
2163,2163,(15) 97684-6511,1
2164,2164,(73) 99822-3527,1
2165,2165,(47) 99603-7544,1
2166,2166,(98) 99782-6044,1
2168,2168,(13) 98274-2129,1
2169,2169,(82) 97698-6415,1
2170,2170,(84) 99799-9353,1
2171,2171,(32) 97402-2367,1
2172,2172,(80) 97349-6330,1
2172,2173,(90) 98947-7298,0
2174,2174,(27) 99021-4165,1
2175,2175,(77) 99459-6640,1
2176,2176,(95) 99132-6393,1
2177,2177,(31) 97385-7061,1
2178,2178,(53) 99359-9597,1
2179,2179,(03) 98086-9294,1
2179,2180,(22) 97290-0035,0
2180,2181,(31) 98849-5474,1
2182,2182,(32) 97610-3701,1
2182,2183,(71) 98746-8022,0
2184,2184,(02) 97137-8206,1
2185,2185,(77) 97675-7507,1
2186,2186,(06) 98541-6894,1
2188,2188,(45) 97787-9258,1
2189,2189,(43) 98382-1471,1
2190,2190,(01) 98513-2357,1
2192,2192,(44) 97678-5599,1
2193,2193,(70) 99148-5053,1
2194,2194,(43) 98992-3696,1
2194,2195,(86) 99965-3261,0
2196,2196,(10) 98453-5070,1
2197,2197,(01) 97536-3232,1
2198,2198,(13) 99494-3094,1
2199,2199,(38) 97117-8162,1
2200,2200,(96) 97808-0350,1
2201,2201,(39) 97972-6428,1
2202,2202,(44) 99330-9214,1
2203,2203,(69) 98291-9099,1
2203,2205,(20) 97708-7545,0
2207,2207,(41) 99022-8842,1
2208,2208,(20) 97299-6133,1
2209,2209,(23) 97084-4893,1
2210,2210,(50) 98002-4951,1
2211,2211,(81) 98382-5816,1
2212,2212,(88) 99651-1413,1
2213,2213,(54) 99130-9684,1
2214,2214,(05) 99551-2568,1
2215,2215,(15) 98738-6849,1
2216,2216,(64) 97556-5075,1
2217,2217,(06) 98433-8982,1
2218,2218,(41) 97615-2346,1
2219,2219,(91) 98636-4327,1
2221,2221,(79) 97361-7884,1
2221,2222,(93) 98531-1522,0
2223,2223,(71) 98780-3205,1
2224,2224,(71) 97615-3466,1
2226,2226,(81) 97972-6314,1
2227,2227,(31) 98412-6827,1
2228,2228,(14) 99727-6405,1
2230,2230,(63) 99288-6543,1
2231,2231,(77) 97217-0446,1
2231,2232,(55) 98498-9566,0
2232,2234,(15) 99466-1842,1
2235,2235,(02) 99764-9634,1
2235,2236,(18) 97131-8033,0
2237,2237,(26) 99018-4934,1
2237,2238,(64) 99825-5745,0
2239,2239,(32) 97776-3075,1
2240,2240,(51) 98987-8749,1
2241,2241,(59) 98950-8638,1
2242,2242,(87) 98956-6445,1
2243,2243,(11) 97926-1062,1
2244,2244,(85) 98082-2348,1
2245,2245,(16) 97836-8819,1
2245,2246,(05) 97193-8170,0
2247,2247,(01) 99852-4940,1
2247,2248,(21) 97651-3809,0
2248,2249,(80) 98268-1522,1
2250,2250,(17) 98117-7926,1
2252,2252,(04) 99525-9522,1
2253,2253,(33) 97345-8085,1
2254,2254,(79) 99415-6158,1
2256,2256,(54) 97709-8692,1
2257,2257,(99) 99874-4411,1
2258,2258,(12) 97443-5359,1
2259,2259,(22) 99354-3765,1
2260,2260,(97) 98139-0557,1
2262,2262,(39) 99370-8790,1
2263,2263,(24) 98277-5278,1
2264,2264,(91) 99113-9252,1
2265,2265,(63) 98342-3211,1
2266,2266,(05) 98406-7521,1
2267,2267,(09) 99302-8606,1
2268,2268,(32) 99508-6323,1
2269,2269,(11) 98629-3546,1
2270,2270,(85) 97681-9485,1
2271,2271,(33) 99522-5885,1
2271,2272,(45) 99843-9637,0
2273,2273,(10) 97783-1429,1
2274,2274,(67) 97619-1135,1
2275,2275,(51) 99933-5933,1
2276,2276,(71) 99917-3964,1
2278,2278,(55) 98136-4168,1
2279,2279,(04) 97762-4708,1
2280,2280,(65) 98603-4193,1
2281,2281,(05) 97609-9645,1
2283,2283,(98) 97565-5044,1
2284,2284,(69) 99170-0035,1
2285,2285,(04) 99066-7925,1
2288,2288,(32) 97922-7908,1
2290,2290,(35) 98253-8511,1
2291,2291,(54) 98770-0924,1
2292,2292,(52) 98248-1177,1
2293,2293,(61) 99424-2368,1
2294,2294,(18) 97315-4331,1
2295,2295,(17) 99599-4824,1
2296,2296,(03) 97999-1222,1
2297,2297,(57) 99488-3958,1
2299,2299,(21) 97831-1982,1
2300,2300,(27) 99516-0357,1
2300,2302,(28) 97005-1526,0
2302,2303,(03) 97108-0464,1
2304,2304,(13) 97641-8301,1
2304,2305,(10) 97407-7342,0
2306,2306,(27) 99108-7334,1
2307,2307,(09) 99436-4245,1
2308,2308,(46) 98039-2784,1
2310,2310,(85) 97728-1858,1
2311,2311,(94) 99600-5522,1
2312,2312,(96) 99564-8582,1
2313,2313,(84) 98240-7023,1
2314,2314,(39) 97499-3509,1
2315,2315,(60) 97901-9197,1
2316,2316,(80) 99245-6606,1
2317,2317,(23) 97147-0148,1
2318,2318,(92) 99774-3869,1
2319,2319,(04) 97563-6667,1
2320,2320,(50) 99043-0826,1
2321,2321,(56) 98069-4948,1
2322,2322,(24) 99580-9106,1
2323,2323,(43) 98165-4081,1
2324,2324,(00) 97504-2291,1
2324,2326,(00) 99478-9434,0
2326,2327,(29) 98087-9173,1
2328,2328,(49) 98928-1019,1
2328,2330,(32) 97808-2268,0
2331,2331,(76) 97184-7812,1
2332,2332,(28) 97243-2469,1
2333,2333,(97) 97134-1879,1
2335,2335,(92) 99596-1540,1
2336,2336,(19) 97297-9784,1
2336,2337,(67) 99403-0226,0
2338,2338,(96) 98983-8218,1
2339,2339,(25) 99075-7065,1
2339,2340,(62) 97145-1369,0
2341,2341,(52) 99121-2933,1
2342,2342,(32) 97072-1055,1
2342,2343,(07) 99842-7421,0
2344,2344,(87) 97275-2786,1
2345,2345,(57) 97179-0099,1
2347,2347,(41) 99649-4280,1
2348,2348,(20) 99198-3673,1
2349,2349,(00) 97405-9391,1
2350,2350,(69) 97063-2186,1
2351,2351,(21) 97782-8589,1
2352,2352,(89) 99452-2272,1
2353,2353,(39) 99581-4526,1
2354,2354,(57) 98424-1836,1
2355,2355,(55) 98781-2991,1
2356,2356,(12) 97570-0002,1
2358,2358,(33) 99039-8755,1
2359,2359,(27) 99108-4525,1
2360,2360,(42) 97438-5710,1
2361,2361,(29) 99856-5106,1
2362,2362,(17) 98094-0276,1
2363,2363,(54) 98482-6781,1
2365,2365,(38) 97103-1619,1
2366,2366,(54) 98181-3959,1
2367,2367,(45) 98128-0494,1
2368,2368,(71) 98997-4425,1
2369,2369,(92) 98012-9295,1
2371,2371,(08) 97730-4701,1
2372,2372,(30) 98228-3061,1
2373,2373,(52) 99015-5021,1
2374,2374,(64) 98195-0066,1
2375,2375,(54) 99290-8485,1
2376,2376,(74) 97923-7957,1
2377,2377,(50) 97187-7347,1
2378,2378,(13) 98692-5633,1
2378,2380,(56) 98739-0166,0
2381,2381,(77) 99590-5904,1
2382,2382,(64) 99140-3576,1
2383,2383,(97) 97675-1601,1
2384,2384,(22) 98595-4345,1
2385,2385,(19) 98815-0004,1
2388,2388,(33) 99751-3942,1
2389,2389,(01) 97298-2435,1
2390,2390,(83) 98087-9283,1
2390,2392,(60) 99658-5550,0
2392,2393,(00) 98826-5539,1
2394,2394,(69) 99779-5721,1
2395,2395,(47) 99654-6926,1
2397,2397,(44) 98890-0882,1
2398,2398,(27) 97473-5852,1
2399,2399,(09) 97329-5329,1
2400,2400,(20) 98802-4468,1
2401,2401,(11) 99338-7853,1
2402,2402,(65) 99833-3809,1
2403,2403,(97) 97062-9451,1
2404,2404,(66) 98083-9932,1
2404,2405,(51) 98522-5578,0
2405,2406,(12) 98828-0902,1
2407,2407,(25) 99389-7128,1
2408,2408,(22) 98721-4445,1
2409,2409,(96) 97771-9425,1
2410,2410,(94) 99242-6708,1
2412,2412,(25) 97978-0763,1
2413,2413,(68) 97682-8084,1
2414,2414,(45) 99799-7061,1
2415,2415,(38) 98665-9660,1
2416,2416,(99) 97283-7899,1
2417,2417,(40) 99569-3612,1
2417,2418,(16) 97615-8972,0
2419,2419,(32) 98813-6313,1
2420,2420,(18) 97838-9415,1
2421,2421,(52) 98243-5855,1
2422,2422,(50) 99024-5239,1
2423,2423,(16) 99942-8927,1
2424,2424,(25) 97338-8351,1
2425,2425,(55) 97869-8259,1
2426,2426,(35) 98523-2669,1
2428,2428,(33) 98775-8107,1
2429,2429,(77) 98660-4928,1
2430,2430,(13) 97119-1663,1
2431,2431,(73) 99781-2801,1
2432,2432,(06) 99615-1906,1
2433,2433,(18) 98131-4718,1
2434,2434,(97) 98526-6757,1
2435,2435,(35) 97916-7754,1
2436,2436,(48) 97458-7927,1
2437,2437,(06) 97840-0942,1
2438,2438,(06) 98328-4421,1
2439,2439,(59) 97389-6771,1
2440,2440,(57) 99747-4168,1
2441,2441,(41) 99763-9740,1
2442,2442,(54) 99600-1252,1
2443,2443,(98) 97004-5141,1
2444,2444,(06) 98627-8809,1
2445,2445,(72) 98947-8504,1
2446,2446,(95) 97175-7231,1
2447,2447,(37) 97111-6504,1
2448,2448,(61) 98451-0216,1
2449,2449,(10) 99704-0871,1
2450,2450,(27) 99158-1577,1
2452,2452,(72) 97706-2086,1
2453,2453,(26) 98770-9670,1
2454,2454,(51) 98733-6421,1
2455,2455,(22) 98771-9355,1
2456,2456,(33) 99584-1423,1
2457,2457,(99) 98111-2321,1
2458,2458,(05) 97398-6647,1
2459,2459,(00) 97714-5753,1
2460,2460,(74) 97463-9188,1
2461,2461,(10) 97293-1261,1
2462,2462,(45) 98194-9385,1
2463,2463,(52) 97541-1483,1
2464,2464,(20) 99595-8955,1
2465,2465,(13) 98802-5030,1
2467,2467,(04) 99797-6421,1
2468,2468,(55) 99437-1435,1
2469,2469,(99) 99311-9421,1
2470,2470,(06) 97764-4638,1
2471,2471,(02) 98113-2138,1
2472,2472,(89) 99766-6371,1
2473,2473,(63) 98456-9646,1
2474,2474,(80) 98112-6503,1
2475,2475,(16) 98947-8207,1
2476,2476,(36) 98272-0096,1
2477,2477,(61) 97395-3045,1
2478,2478,(51) 98689-7287,1
2481,2481,(75) 99313-1214,1
2482,2482,(23) 98020-2742,1
2483,2483,(54) 97102-1873,1
2484,2484,(81) 97019-4145,1
2485,2485,(65) 98194-5266,1
2486,2486,(90) 98719-3851,1
2487,2487,(53) 97215-8999,1
2488,2488,(17) 99960-8518,1
2490,2490,(47) 99151-6141,1
2491,2491,(73) 98086-2707,1
2492,2492,(47) 97704-1969,1
2493,2493,(83) 98008-9990,1
2494,2494,(64) 98330-3911,1
2494,2495,(94) 98004-0742,0
2496,2496,(67) 97566-7464,1
2497,2497,(99) 97308-1453,1
2498,2498,(81) 97468-5598,1
2499,2499,(89) 99154-4356,1
2501,2501,(91) 98230-4574,1
2502,2502,(65) 97521-0620,1
2502,2503,(02) 98275-5514,0
2505,2505,(26) 97270-3144,1
2506,2506,(74) 99374-1702,1
2507,2507,(07) 97679-5002,1
2508,2508,(17) 97717-0232,1
2510,2510,(73) 99000-5141,1
2511,2511,(61) 99653-8272,1
2512,2512,(74) 97263-7095,1
2513,2513,(72) 97750-6315,1
2514,2514,(40) 97993-4329,1
2515,2515,(09) 98102-5764,1
2516,2516,(31) 98476-6031,1
2517,2517,(35) 98325-7299,1
2518,2518,(35) 98168-9949,1
2520,2520,(43) 99675-6811,1
2521,2521,(99) 99317-8292,1
2522,2522,(65) 97458-0805,1
2523,2523,(99) 99654-2357,1
2524,2524,(90) 99439-8749,1
2525,2525,(27) 98981-0749,1
2527,2527,(25) 97811-3791,1
2528,2528,(90) 99081-1235,1
2529,2529,(38) 97157-9240,1
2530,2530,(33) 97720-5168,1
2531,2531,(76) 99054-7710,1
2532,2532,(14) 99148-1632,1
2533,2533,(02) 98105-8447,1
2534,2534,(79) 98776-1415,1
2535,2535,(65) 99492-8645,1
2536,2536,(13) 97080-2140,1
2537,2537,(48) 97065-5190,1
2538,2538,(78) 98351-2535,1
2539,2539,(50) 98385-3057,1
2540,2540,(50) 98158-5753,1
2541,2541,(86) 99987-0011,1
2542,2542,(13) 97350-8595,1
2543,2543,(76) 97400-1679,1
2544,2544,(86) 98174-2939,1
2545,2545,(68) 99991-7662,1
2546,2546,(81) 99750-0089,1
2547,2547,(09) 99692-1312,1
2548,2548,(73) 99955-2875,1
2549,2549,(71) 99835-8124,1
2549,2551,(79) 97506-6998,0
2552,2552,(04) 99295-5873,1
2553,2553,(81) 99609-0053,1
2554,2554,(94) 99761-4173,1
2555,2555,(53) 98691-5313,1
2558,2558,(38) 98623-4785,1
2559,2559,(99) 98051-8878,1
2560,2560,(51) 98785-4294,1
2561,2561,(94) 99586-8203,1
2562,2562,(49) 97502-0275,1
2563,2563,(35) 98342-2451,1
2564,2564,(87) 97186-9306,1
2565,2565,(43) 99487-4797,1
2566,2566,(40) 97676-5326,1
2567,2567,(18) 97916-2284,1
2568,2568,(08) 99019-3847,1
2569,2569,(18) 98709-2400,1
2570,2570,(96) 99992-0818,1
2571,2571,(90) 99829-5732,1
2572,2572,(84) 99369-4388,1
2574,2574,(26) 98963-1431,1
2575,2575,(76) 98956-1131,1
2576,2576,(24) 97939-1848,1
2577,2577,(59) 97551-1619,1
2578,2578,(71) 99776-0726,1
2579,2579,(58) 97496-8044,1
2580,2580,(91) 97839-9617,1
2581,2581,(71) 97320-7213,1
2582,2582,(70) 99277-5883,1
2583,2583,(98) 99571-3889,1
2584,2584,(94) 98299-1116,1
2584,2585,(44) 99893-1222,0
2585,2586,(27) 99514-8383,1
2587,2587,(38) 97847-8571,1
2588,2588,(40) 97827-9625,1
2589,2589,(37) 97885-7712,1
2591,2591,(07) 98228-9483,1
2592,2592,(39) 97062-7589,1
2593,2593,(49) 97789-7165,1
2593,2594,(92) 99656-8742,0
2596,2596,(15) 99292-5534,1
2597,2597,(71) 98233-3310,1
2598,2598,(04) 98386-5784,1
2599,2599,(95) 98342-7671,1
2600,2600,(42) 97452-0516,1
2601,2601,(89) 99715-3360,1
2602,2602,(41) 98278-1353,1
2603,2603,(77) 99023-3371,1
2604,2604,(82) 99550-7056,1
2605,2605,(82) 97077-4097,1
2606,2606,(07) 99230-5078,1
2607,2607,(71) 99175-9205,1
2608,2608,(76) 97094-6058,1
2609,2609,(65) 97744-7883,1
2610,2610,(88) 97339-0998,1
2611,2611,(52) 98884-6951,1
2614,2614,(75) 99615-9617,1
2615,2615,(59) 98244-2890,1
2616,2616,(27) 99400-7322,1
2617,2617,(81) 99202-5946,1
2618,2618,(66) 97785-1535,1
2619,2619,(84) 99508-2421,1
2620,2620,(95) 97483-4352,1
2621,2621,(89) 97453-6824,1
2622,2622,(06) 98819-5779,1
2623,2623,(50) 98867-3701,1
2623,2624,(77) 99650-1565,0
2624,2625,(03) 97637-4264,1
2626,2626,(54) 98863-9953,1
2627,2627,(76) 98273-8840,1
2628,2628,(65) 98665-5677,1
2628,2629,(70) 99928-0607,0
2630,2630,(07) 99523-2773,1
2631,2631,(61) 99565-9283,1
2632,2632,(14) 97998-0745,1
2634,2634,(35) 98276-8220,1
2634,2635,(45) 99920-3714,0
2637,2637,(55) 97207-1514,1
2638,2638,(33) 99139-7787,1
2639,2639,(46) 98333-9385,1
2640,2640,(06) 97266-9519,1
2641,2641,(06) 99953-8348,1
2641,2642,(71) 98180-3724,0
2643,2643,(32) 99485-2967,1
2644,2644,(86) 98027-7846,1
2645,2645,(57) 99942-9567,1
2646,2646,(53) 97954-2774,1
2647,2647,(70) 99427-7758,1
2648,2648,(78) 98507-1653,1
2649,2649,(19) 97683-7066,1
2650,2650,(88) 99028-5760,1
2651,2651,(22) 99268-5372,1
2652,2652,(30) 98697-6767,1
2652,2653,(03) 98701-5139,0
2654,2654,(37) 97993-2159,1
2655,2655,(16) 97012-0236,1
2656,2656,(83) 99873-0785,1
2657,2657,(60) 98024-9697,1
2657,2658,(73) 98086-1690,0
2659,2659,(54) 97608-1190,1
2660,2660,(77) 97737-7166,1
2661,2661,(41) 99030-3218,1
2662,2662,(09) 97865-0748,1
2663,2663,(72) 97663-8718,1
2664,2664,(45) 98707-2671,1
2665,2665,(27) 98684-6178,1
2666,2666,(66) 98584-8009,1
2667,2667,(18) 99737-8383,1
2668,2668,(48) 99951-4441,1
2669,2669,(80) 99357-4497,1
2670,2670,(92) 98971-9845,1
