ID_CLI,ID_END,END,CIDADE,UF,CD_MUN_IBGE
934,934,"Rosewood Alley, 7006",Alvorada do Norte,GO,5200803
935,935,"Cliffords  Hill, 1169",Tuntum,MA,2112308
936,936,"Bekesbourne   Route, 1616",Alfredo Wagner,SC,4200705
937,937,"Fairfield  Alley, 3936",Jucás,CE,2307403
938,938,"Chalcot  Crossroad, 7137",Siderópolis,SC,4217600
939,939,"Longman   Grove, 6480",Rifaina,SP,3543600
940,940,"Woodland Avenue, 1021",Jari,RS,4311130
941,941,"Kilner   Drive, 1946",São João Nepomuceno,MG,3162906
943,943,"Arctic   Grove, 9889",Murici,AL,2705507
944,944,"Bell    Way, 1156",Ubiretama,RS,4322343
945,945,"Angrave    Road, 1328",São Caitano,PE,2613107
946,946,"Cavell   Alley, 917",Luminárias,MG,3138708
947,947,"Andsell    Street, 7590",Aquiraz,CE,2301000
948,948,"Ashley Tunnel, 7563",Garopaba,SC,4205704
949,949,"Epworth  Street, 3447",Rosário Oeste,MT,5107701
950,950,"Calderwood   Vale, 9551",Luzilândia,PI,2205805
951,951,"Kilner   Street, 3655",Urussanga,SC,4219002
952,952,"Hammersmith  Drive, 132",Apiacás,MT,5100805
953,953,"Carlton  Road, 9777",Luzerna,SC,4210035
954,954,"Meadow Drive, 5143",Anitápolis,SC,4201109
955,955,"Fairview Street, 5569",Ibirarema,SP,3519501
956,956,"Queen Caroline   Road, 46",São Pedro do Piauí,PI,2210508
957,957,"Angel  Pass, 6794",Ouro Branco,MG,3145901
958,958,"Aylward   Crossroad, 3632",Coari,AM,1301209
959,959,"Belmore  Grove, 1958",Vargem Grande Paulista,SP,3556453
961,961,"Biggerstaff   Alley, 5062",Padre Paraíso,MG,3146305
962,962,"Wakley   Vale, 8455",Santa Cruz,RN,2411205
963,963,"Hickory   Rue, 9647",São Miguel de Taipu,PB,2515005
964,964,"Chester      Tunnel, 58",Carmo do Rio Verde,GO,5205000
965,965,"Linda Lane Road, 9992",Porto Alegre do Piauí,PI,2208551
966,966,"Sheffield Grove, 118",Coreaú,CE,2304004
967,967,"Bales  Grove, 8226",Carvalhos,MG,3114808
968,968,"Bacon  Pass, 5020",Guarabira,PB,2506301
969,969,"Ashley Lane, 65",Pereira Barreto,SP,3537404
970,970,"Linden Walk, 3631",Itacurubi,RS,4310553
972,972,"Balham   Route, 5165",Araguapaz,GO,5202155
973,973,"Camley   Boulevard, 3926",Mortugaba,BA,2921807
974,974,"Balfour    Hill, 282",Aquidabã,SE,2800209
975,975,"Andrews  Way, 1752",Ipuaçu,SC,4207684
976,976,"Maple Pass, 1381",Entre Rios,SC,4205175
977,977,"Rail Hill, 7043",Dom Pedro de Alcântara,RS,4306551
979,979,"Cavaye  Drive, 7678",Belém do Brejo do Cruz,PB,2502003
980,980,"Chantry   Tunnel, 934",Aurora do Pará,PA,1500958
981,981,"Apostle  Pass, 2801",Braúna,SP,3507704
982,982,"Bolingbroke  Tunnel, 4728",Socorro,SP,3552106
983,983,"Coborn  Lane, 3131",São José do Egito,PE,2613602
984,984,"Bocking   Pass, 9781",Manaquiri,AM,1302553
985,985,"Carltoun   Way, 4444",Ribeiro Gonçalves,PI,2208908
986,986,"Cadogan  Vale, 6674",Timbé do Sul,SC,4218103
987,987,"Eldon  Vale, 8156",Pereiro,CE,2310803
988,988,"Enford   Alley, 203",Rancho Alegre,PR,4121307
989,989,"Ensign   Tunnel, 2432",Tupaciguara,MG,3169604
990,990,"West Drive, 5921",Itaú,RN,2404903
991,991,"Fairholt   Drive, 375",Cuité,PB,2505105
992,992,"Caslon   Pass, 1432",Santa Cruz,RN,2411205
993,993,"Baynes  Grove, 3210",Vila Pavão,ES,3205150
994,994,"Central  Rue, 8286",Boqueirão do Piauí,PI,2201945
995,995,"Blackheath   Tunnel, 8488",Hugo Napoleão,PI,2204600
996,996,"Chart   Pass, 7530",São João d'Aliança,GO,5220009
997,997,"Heritage Vale, 9083",Ibipitanga,BA,2912509
998,998,"Thomas Doyle   Way, 1096",Novo Horizonte,SC,4211652
999,999,"West Tunnel, 4934",Viçosa do Ceará,CE,2314102
1000,1000,"Ampton  Way, 9460",Pau dos Ferros,RN,2409407
1001,1001,"Blackpool  Avenue, 4952",Carazinho,RS,4304705
1002,1002,"Coborn  Way, 2543",Malhada,BA,2920205
1003,1003,"Clarges   Hill, 9605",Águia Branca,ES,3200136
1004,1004,"Victoria Rise Grove, 1359",Turmalina,SP,3555307
1005,1005,"Blackheath  Boulevard, 849",Conceição do Rio Verde,MG,3117702
1006,1006,"Thoresby   Vale, 1342",Tobias Barreto,SE,2807402
1007,1007,"Falconberg   Alley, 7630",Capoeiras,PE,2603801
1008,1008,"Sheffield Hill, 3930",Cachoeira Paulista,SP,3508603
1010,1010,"Camelot   Grove, 1028",Igarapava,SP,3520103
1011,1011,"Angela   Walk, 2952",Palmeirândia,MA,2107605
1012,1012,"Mariner   Grove, 6343",Aspásia,SP,3503950
1013,1013,"Ben   Walk, 685",Livramento de Nossa Senhora,BA,2919504
1014,1014,"Blackwall  Tunnel, 2720",Mombaça,CE,2308500
1015,1015,"Railroad Hill, 5481",Pavão,MG,3148509
1016,1016,"Thomas  Road, 8789",Água Fria de Goiás,GO,5200175
1017,1017,"Waldram Park  Hill, 8674",Quixeramobim,CE,2311405
1018,1018,"Carnegie   Way, 1092",Carolina,MA,2102804
1019,1019,"Magnolia Crossroad, 179",Timóteo,MG,3168705
1020,1020,"Sheffield Street, 3106",Manaíra,PB,2509008
1021,1021,"Oxford Street, 2516",Afuá,PA,1500305
1022,1022,"Chester      Way, 6342",Areial,PB,2501203
1023,1023,"Gavel   Walk, 2116",São Joaquim do Monte,PE,2613305
1024,1024,"Coborn  Avenue, 6759",Itaporã do Tocantins,TO,1711100
1025,1025,"Camberwell  Lane, 54",São Francisco do Guaporé,RO,1101492
1026,1026,"Lexington Hill, 7801",Buriti dos Lopes,PI,2202000
1027,1027,"Victoria  Road, 9558",Catingueira,PB,2504207
1028,1028,"Clifton  Road, 1385",Antonina,PR,4101200
1029,1029,"Boleyn  Alley, 4978",Arapuá,MG,3103801
1030,1030,"Glenwood Road, 1727",Piedade de Ponte Nova,MG,3150208
1031,1031,"Thomas Doyle   Road, 860",Ângulo,PR,4101150
1032,1032,"Camley   Crossroad, 2738",Antônio Carlos,MG,3102902
1033,1033,"Bell    Drive, 1972",Luciara,MT,5105309
1034,1034,"Dutton   Tunnel, 9785",Guaratinguetá,SP,3518404
1035,1035,"Magnolia Alley, 8899",Rio Formoso,PE,2611903
1036,1036,"Glenwood Avenue, 5165",Goiatins,TO,1709005
1037,1037,"Eldon  Way, 5095",Londrina,PR,4113700
1038,1038,"Hickory   Tunnel, 9221",Anguera,BA,2901502
1039,1039,"East Way, 9572",Pilão Arcado,BA,2924405
1042,1042,"Wake  Crossroad, 9533",Araguacema,TO,1701903
1043,1043,"Earl Rise Street, 3319",Maripá de Minas,MG,3140209
1044,1044,"Collins  Street, 8119",São Simão,GO,5220405
1045,1045,"Enderby   Drive, 6023",Laguna Carapã,MS,5005251
1046,1046,"Timber   Walk, 722",Balneário Arroio do Silva,SC,4201950
1047,1047,"Commercial  Alley, 3172",São Roque,SP,3550605
1048,1048,"Parkgate  Way, 3215",Aracatu,BA,2902005
1049,1049,"Under  Street, 3681",Belmonte,BA,2903409
1050,1050,"North Alley, 3885",Visconde do Rio Branco,MG,3172004
1051,1051,"Callcott   Drive, 6672",Jati,CE,2307205
1052,1052,"Berriman  Walk, 1143",Cunha,SP,3513603
1053,1053,"Ensign   Route, 559",Coronel Martins,SC,4204459
1055,1055,"Zealand Grove, 2671",Comendador Gomes,MG,3116902
1056,1056,"Thrale   Tunnel, 4531",Itainópolis,PI,2205003
1057,1057,"Walnut Vale, 4567",Santa Maria do Suaçuí,MG,3158201
1058,1058,"Cavaye  Walk, 692",Antonina do Norte,CE,2300804
1060,1060,"Blomfield  Crossroad, 9107",Silveira Martins,RS,4320651
1061,1061,"Bendmore  Vale, 4117",Aruanã,GO,5202502
1062,1062,"Blue Anchor  Boulevard, 5818",Perolândia,GO,5216452
1063,1063,"Beatty  Crossroad, 9552",Sapucaia,PA,1507755
1064,1064,"Chester  Lane, 1171",Orizona,GO,5215306
1065,1065,"Blenkarne  Hill, 8132",Brejo Alegre,SP,3507753
1066,1066,"Chapel  Hill, 1140",Torixoréu,MT,5108204
1067,1067,"Caslon   Crossroad, 6263",Conquista D'Oeste,MT,5103361
1068,1068,"Oxford Pass, 2608",Pedrão,BA,2924108
1069,1069,"Abbots   Tunnel, 682",Simões,PI,2210706
1070,1070,"Bolton  Road, 6599",Caruaru,PE,2604106
1071,1071,"Angela   Way, 2728",Jardim do Seridó,RN,2405702
1072,1072,"Chambers  Way, 9643",Engenho Velho,RS,4306924
1073,1073,"Walnut Street, 3641",Ibiaçá,RS,4309803
1074,1074,"Caedmon  Rue, 9145",Braganey,PR,4103354
1075,1075,"Balham   Alley, 4883",Virmond,PR,4128658
1077,1077,"Timothy  Vale, 8550",Baixa Grande do Ribeiro,PI,2201150
1078,1078,"Bellenden  Pass, 3401",Cupira,PE,2605004
1079,1079,"Balham   Pass, 6114",Casa Branca,SP,3510807
1080,1080,"Carpenter Hill, 9265",Sales,SP,3544806
1082,1082,"Bliss  Lane, 9133",Terra Nova do Norte,MT,5108055
1083,1083,"Glenwood Way, 5535",Campos Borges,RS,4304101
1084,1084,"Cliffords  Way, 7784",São Benedito do Sul,PE,2612901
1085,1085,"Glenwood Grove, 4844",Tuparendi,RS,4322301
1086,1086,"Hickory   Crossroad, 927",Santo Antônio do Jacinto,MG,3160306
1087,1087,"Baltic  Route, 4151",Cambé,PR,4103701
1088,1088,"Charterhouse  Lane, 6770",Novo Cabrais,RS,4313391
1090,1090,"Bedford  Grove, 900",Capivari do Sul,RS,4304671
1091,1091,"Apothecary   Route, 5042",Águas Vermelhas,MG,3101003
1092,1092,"Sheringham   Hill, 3688",Ribamar Fiquene,MA,2109551
1093,1093,"Thomas Doyle   Boulevard, 1182",Ibirapuã,BA,2912806
1094,1094,"Arthur  Vale, 8437",Carmésia,MG,3113800
1095,1095,"Oxford Drive, 974",Santo Antônio do Amparo,MG,3159902
1096,1096,"Clerkenwell Drive, 6496",Corumbá,MS,5003207
1097,1097,"Bolton  Boulevard, 3077",Brasilândia do Tocantins,TO,1703602
1098,1098,"Cave   Drive, 9982",Belém de Maria,PE,2601508
1099,1099,"Clarks  Tunnel, 3365",Sertãozinho,PB,2515930
1100,1100,"Birkenhead   Road, 9814",Santaluz,BA,2928000
1101,1101,"Apollo  Pass, 4703",Cariri do Tocantins,TO,1703867
1102,1102,"Cam  Crossroad, 8397",Alegria,RS,4300455
1103,1103,"Colombo   Road, 410",Reriutaba,CE,2311702
1104,1104,"Queen Alley, 7255",Itapuranga,GO,5211206
1105,1105,"Arthur  Walk, 6928",Toritama,PE,2615409
1106,1106,"Paris   Vale, 7366",Alto Alegre,SP,3501103
1107,1107,"Central  Walk, 9731",Presidente Venceslau,SP,3541505
1108,1108,"Maple Walk, 4774",Fernando Falcão,MA,2104081
1109,1109,"Eldon  Crossroad, 5543",Araguanã,MA,2100873
1110,1110,"Oxford Alley, 3048",Camaragibe,PE,2603454
1111,1111,"Apollo  Alley, 4731",Porto Vera Cruz,RS,4315073
1112,1112,"Sherlock   Vale, 1079",São João do Sabugi,RN,2412104
1113,1113,"Bellenden   Crossroad, 2250",Nova Esperança do Sul,RS,4313037
1114,1114,"Fairfield  Boulevard, 4254",Praia Norte,TO,1718303
1115,1115,"Cavaye  Vale, 2143",Caarapó,MS,5002407
1116,1116,"Clissold  Lane, 5981",Nova Xavantina,MT,5106257
1117,1117,"Western   Drive, 4775",Presidente Castelo Branco,PR,4120408
1118,1118,"Sheraton   Crossroad, 1120",Campanha,MG,3110905
1119,1119,"Ellerman   Road, 8195",Mãe do Rio,PA,1504059
1120,1120,"Blue Anchor  Lane, 8839",Santa Maria,RN,2409332
1121,1121,"Aspen Drive, 915",São Miguel do Anta,MG,3163805
1122,1122,"Hickory   Road, 8110",Manoel Vitorino,BA,2920403
1123,1123,"Parkfield  Walk, 8495",General Sampaio,CE,2304608
1124,1124,"Coborn  Rue, 6993",Dom Eliseu,PA,1502939
1125,1125,"Cheltenham  Pass, 9854",Adrianópolis,PR,4100202
1127,1127,"College  Avenue, 8530",Belo Vale,MG,3106408
1128,1128,"Underwood  Crossroad, 3684",Palmeirante,TO,1715705
1129,1129,"Canal  Rue, 1665",Arês,RN,2401206
1130,1130,"Birkin   Way, 1178",Monte Sião,MG,3143401
1131,1131,"Gavel   Walk, 776",Campos Novos Paulista,SP,3509809
1132,1132,"Hampden  Pass, 9068",Guaimbê,SP,3517307
1133,1133,"Calvin   Rue, 900",Jatobá,MA,2105450
1134,1134,"Liverpool  Vale, 5634",Cubati,PB,2505006
1135,1135,"Castlereagh   Road, 2113",Piranguçu,MG,3150901
1136,1136,"Balham   Rue, 3403",Cajati,SP,3509254
1137,1137,"Chamberlain  Route, 6318",Rio do Sul,SC,4214805
1138,1138,"Tiptree   Grove, 8539",Catanduva,SP,3511102
1139,1139,"Western   Drive, 9890",Correntes,PE,2604700
1140,1140,"Bigland  Route, 7081",Serra,ES,3205002
1141,1141,"Blake  Hill, 2441",Estreito,MA,2104057
1142,1142,"Tiptree   Way, 9592",Serra Grande,PB,2515708
1143,1143,"Andrews  Way, 3584",Tucuruí,PA,1508100
1144,1144,"Apothecary   Tunnel, 1709",Chaval,CE,2303907
1145,1145,"Black Swan  Tunnel, 307",Roque Gonzales,RS,4316303
1147,1147,"Hickory Lane Street, 8391",Dom Feliciano,RS,4306502
1148,1148,"Chester      Rue, 7346",Guarinos,GO,5209457
1149,1149,"Bempton   Hill, 5019",Nerópolis,GO,5214507
1150,1150,"Howard Tunnel, 9727",Guarani de Goiás,GO,5209408
1151,1151,"Longman   Walk, 6674",Craíbas,AL,2702355
1152,1152,"Fairfield  Crossroad, 3396",Muitos Capões,RS,4312617
1153,1153,"Durnford  Boulevard, 2043",Quedas do Iguaçu,PR,4120903
1154,1154,"Charterhouse  Drive, 3580",Cajari,MA,2102507
1155,1155,"Cockspur  Rue, 8703",Edéia,GO,5207402
1156,1156,"Zealand Pass, 962",Canguçu,RS,4304507
1157,1157,"Betton  Vale, 8586",Santa Rita do Itueto,MG,3159506
1158,1158,"Bush  Hill, 5763",Mogi Mirim,SP,3530805
1160,1160,"Canning  Vale, 3498",Santa Lúcia,SP,3546900
1161,1161,"Bingham   Grove, 6374",Itaueira,PI,2205102
1162,1162,"Bacton   Alley, 1670",Euclides da Cunha Paulista,SP,3515350
1163,1163,"Meadow Street, 6964",Itapejara d'Oeste,PR,4111209
1164,1164,"Birkenhead   Rue, 2601",Ecoporanga,ES,3202108
1165,1165,"King Pass, 2159",Aurora do Tocantins,TO,1702703
1166,1166,"Coleman  Grove, 8708",José da Penha,RN,2406007
1167,1167,"Sherwood  Walk, 1047",Ouricuri,PE,2609907
1168,1168,"Battersea   Hill, 9986",Mimoso de Goiás,GO,5213053
1169,1169,"Blendon    Street, 503",Dona Inês,PB,2505709
1171,1171,"Gate   Hill, 7480",Eunápolis,BA,2910727
1172,1172,"Abbotswell  Street, 9971",Carapebus,RJ,3300936
1173,1173,"Empress  Drive, 8133",Axixá,MA,2101103
1174,1174,"Cam  Tunnel, 5141",Assaré,CE,2301604
1175,1175,"English   Crossroad, 3881",São Francisco de Paula,RS,4318200
1176,1176,"Bective  Drive, 2817",Camalaú,PB,2503902
1177,1177,"East Pass, 5492",Ibicuitinga,CE,2305332
1178,1178,"Clarks  Crossroad, 8707",Presidente Juscelino,MA,2109205
1180,1180,"Chart   Walk, 3248",Moreira Sales,PR,4116109
1181,1181,"Cheltenham  Tunnel, 2175",Fortaleza dos Valos,RS,4308458
1182,1182,"Boleyn  Way, 3429",Ibirapuitã,RS,4309951
1183,1183,"Coley  Crossroad, 7889",Choró,CE,2303931
1184,1184,"Andrews  Vale, 302",Carazinho,RS,4304705
1185,1185,"Western   Pass, 5592",Massapê do Piauí,PI,2206050
1186,1186,"Aberavon  Road, 4589",Eldorado,SP,3514809
1188,1188,"Sheffield Hill, 1068",Marechal Floriano,ES,3203346
1189,1189,"South Crossroad, 5822",Pedra Branca,CE,2310506
1190,1190,"Tilloch   Route, 8975",Diamante,PB,2505600
1191,1191,"Bendmore  Hill, 4526",Bela Vista de Goiás,GO,5203302
1192,1192,"Black Swan  Vale, 7392",Miranda do Norte,MA,2106755
1193,1193,"Blake  Hill, 7265",Alto Rio Novo,ES,3200359
1194,1194,"Elba  Crossroad, 8353",Pedra Azul,MG,3148707
1195,1195,"Linden Boulevard, 8900",Seabra,BA,2929909
1196,1196,"Bempton   Grove, 4698",Bom Sucesso,PB,2502300
1197,1197,"Heritage Way, 6922",Pantano Grande,RS,4313953
1198,1198,"Wakley   Tunnel, 6283",Salto do Céu,MT,5107750
1199,1199,"Elgood   Boulevard, 6982",Tarrafas,CE,2313252
1200,1200,"Bell    Grove, 6952",Rolândia,PR,4122404
1201,1201,"Abbotswell  Rue, 7606",Forquilhinha,SC,4205456
1202,1202,"Magnolia Street, 4252",Conceição das Alagoas,MG,3117306
1203,1203,"Calshot   Route, 6623",Nova Trento,SC,4211504
1204,1204,"Cecilia  Tunnel, 6887",Jaborá,SC,4208609
1205,1205,"North Rue, 473",Ijaci,MG,3130408
1206,1206,"Elba  Road, 3023",Vitória Brasil,SP,3556958
1207,1207,"Aylward   Rue, 2405",Mendes Pimentel,MG,3141504
1208,1208,"Cleaver Grove, 2689",Valparaíso de Goiás,GO,5221858
1209,1209,"Thrale   Lane, 874",Brumado,BA,2904605
1211,1211,"Thorndike   Street, 641",Cajuri,MG,3110202
1212,1212,"Arbutus   Grove, 9256",Xambrê,PR,4128807
1213,1213,"Norfolk  Drive, 8476",Rondon,PR,4122602
1214,1214,"Battersea   Road, 2854",Ouro Verde,SP,3534807
1215,1215,"Fair Lane, 8744",Córrego do Ouro,GO,5205703
1216,1216,"Chantry   Walk, 6348",Apuí,AM,1300144
1217,1217,"Kilner   Avenue, 9816",Araçu,GO,5201603
1218,1218,"Bishop   Drive, 6636",Berizal,MG,3106655
1220,1220,"Blackall   Pass, 2425",Vitor Meireles,SC,4219358
1221,1221,"Andsell    Street, 5161",Carmópolis,SE,2801504
1222,1222,"Charterhouse  Pass, 3582",Santa Fé de Minas,MG,3157609
1223,1223,"Cephas  Lane, 1915",Eugênio de Castro,RS,4307831
1224,1224,"Durham Street, 4864",Quarto Centenário,PR,4120655
1225,1225,"Blackheath   Vale, 3418",Barra Mansa,RJ,3300407
1226,1226,"Beatty  Vale, 567",Mucuri,BA,2922003
1227,1227,"Bedford  Drive, 2723",Turuçu,RS,4322327
1229,1229,"Marina  Alley, 8594",Pesqueira,PE,2610905
1230,1230,"Linden Alley, 9932",Ipuaçu,SC,4207684
1231,1231,"Baynes  Hill, 3408",Ribeirão Corrente,SP,3543105
1232,1232,"Carpenter Way, 542",Cruzília,MG,3120805
1233,1233,"Abbots   Alley, 3676",Campo Alegre,SC,4203303
1234,1234,"Abbots   Lane, 6402",Iturama,MG,3134400
1235,1235,"Clarges   Drive, 8437",Carmésia,MG,3113800
1236,1236,"Charterhouse  Road, 3367",Coremas,PB,2504801
1237,1237,"Unwin  Road, 4480",Poções,BA,2925105
1238,1238,"Linden Way, 506",Água Fria,BA,2900405
1239,1239,"Coal Wharf  Tunnel, 2798",Lucrécia,RN,2406908
1240,1240,"King Edward  Crossroad, 354",Quebrangulo,AL,2707602
1241,1241,"Bayberry Grove, 6674",São Pedro da Água Branca,MA,2111532
1242,1242,"Viscount   Alley, 5115",Monte Aprazível,SP,3531407
1243,1243,"Bendmore  Street, 6685",Cruzália,SP,3513306
1244,1244,"Ellerslie Lane, 9381",Materlândia,MG,3140605
1245,1245,"Thurloe   Alley, 7113",Edéia,GO,5207402
1246,1246,"Angrave    Tunnel, 3104",Rosário,MA,2109601
1247,1247,"Clyde Route, 2617",Imbuia,SC,4207403
1248,1248,"Linda Lane Drive, 8259",Granja,CE,2304707
1249,1249,"Bicknell  Walk, 8423",Candeias,BA,2906501
1251,1251,"East Lane, 8218",Mococa,SP,3530508
1252,1252,"Bempton   Drive, 5970",Baixa Grande do Ribeiro,PI,2201150
1253,1253,"Blenkarne  Drive, 5225",Atalaia,AL,2700409
1254,1254,"St. Johs  Route, 7311",Aceguá,RS,4300034
1255,1255,"Canon Tunnel, 6139",Ribeirão Bonito,SP,3542909
1256,1256,"Collins  Road, 105",Cajuru,SP,3509403
1257,1257,"Tiptree   Way, 6786",Formosa,GO,5208004
1258,1258,"Timothy  Tunnel, 2532",Regeneração,PI,2208809
1259,1259,"Jackson Pass, 4765",Monções,SP,3531001
1260,1260,"Belmore  Avenue, 300",Redentora,RS,4315404
1261,1261,"Fawn Road, 7261",Bauru,SP,3506003
1262,1262,"Bermondsey    Pass, 4141",Moju,PA,1504703
1263,1263,"Chandos  Drive, 1609",Maripá de Minas,MG,3140209
1265,1265,"Vincent  Boulevard, 7603",Gurinhatã,MG,3129103
1266,1266,"Balfour    Crossroad, 2690",Itá,SC,4208005
1267,1267,"Carlton  Avenue, 6686",Jardim,CE,2307106
1268,1268,"Endsleigh  Street, 2991",Brejo de Areia,MA,2102150
1269,1269,"Vincent  Rue, 2556",Cansanção,BA,2906808
1270,1270,"Virginia Street, 7456",Jaguaquara,BA,2917607
1271,1271,"Bacton   Drive, 4546",Triunfo Potiguar,RN,2414456
1272,1272,"Bond Walk, 1421",Moiporá,GO,5213400
1273,1273,"Abbots   Crossroad, 5355",Cruzália,SP,3513306
1274,1274,"Queensberry  Rue, 7460",Unaí,MG,3170404
1275,1275,"Apostle  Tunnel, 1170",Amapá do Maranhão,MA,2100550
1276,1276,"Oxford Road, 7516",Coronel Ezequiel,RN,2402808
1277,1277,"Chatsworth  Road, 1694",Matões,MA,2106607
1279,1279,"Fairholt   Hill, 7694",São José do Jacuípe,BA,2929370
1280,1280,"Commercial  Pass, 7596",Pindorama do Tocantins,TO,1717008
1281,1281,"Parkfield  Walk, 2138",Junqueiro,AL,2704005
1282,1282,"Timothy  Rue, 5741",Guaraci,PR,4109203
1283,1283,"Canon Crossroad, 7811",Guapimirim,RJ,3301850
1284,1284,"Longmoore   Walk, 6162",Presidente Médici,MA,2109239
1286,1286,"Blake  Crossroad, 6702",Iguaraçu,PR,4110003
1287,1287,"Burton  Lane, 4471",Vila Nova do Piauí,PI,2211605
1288,1288,"Black Swan  Grove, 3596",Alegria,RS,4300455
1289,1289,"Viscount   Alley, 6487",Santo Ângelo,RS,4317509
1290,1290,"St. Jamess  Lane, 2567",São Jorge,RS,4318440
1291,1291,"Black Friars   Lane, 5493",Segredo,RS,4320263
1292,1292,"Glenwood Tunnel, 2191",Florânia,RN,2403806
1293,1293,"Oxford Vale, 4329",Urupema,SC,4218954
1294,1294,"Bicknell  Grove, 2052",Novo Itacolomi,PR,4117297
1297,1297,"Capeners  Pass, 412",Capelinha,MG,3112307
1298,1298,"Aspen Boulevard, 5742",Alpinópolis,MG,3101904
1299,1299,"Dyott   Route, 3930",Feijó,AC,1200302
1300,1300,"St. Jamess  Street, 6046",Tapiramutá,BA,2931301
1301,1301,"Littlebury  Road, 1973",Perdões,MG,3149903
1302,1302,"Ashley Rue, 4461",Ubaitaba,BA,2932200
,,,,,
1303,1303,"Cingworth  Crossroad, 1117",Forquilha,CE,2304350
1304,1304,"Calvin   Walk, 2075",Martinópole,CE,2307908
1305,1305,"Clavell   Boulevard, 8806",Terenos,MS,5008008
1306,1306,"Carlton  Vale, 3038",Miravânia,MG,3142254
1307,1307,"Virginia Vale, 1221",Marcos Parente,PI,2206001
1308,1308,"Endsleigh  Way, 8778",Elísio Medrado,BA,2910305
1310,1310,"Vintners  Hill, 1627",Carandaí,MG,3113206
1311,1311,"Magnolia Road, 8875",Panamá,GO,5216007
1312,1312,"Oxford Pass, 5278",Balneário Barra do Sul,SC,4202057
1313,1313,"Archery  Avenue, 5493",Paranaíba,MS,5006309
1314,1314,"Chandos  Boulevard, 400",Matina,BA,2921054
1315,1315,"Chestnut  Vale, 6321",Inhacorá,RS,4310413
1316,1316,"Chestnut  Vale, 3984",Pedras de Fogo,PB,2511202
1317,1317,"Blackheath   Crossroad, 113",Nhandeara,SP,3532603
1318,1318,"Coleman  Alley, 1474",Regente Feijó,SP,3542404
1319,1319,"Lexington Alley, 8657",Tianguá,CE,2313401
1320,1320,"Clissold  Alley, 7588",Pio IX,PI,2208205
1321,1321,"Camelot   Walk, 5417",Santa Luz,PI,2209302
1322,1322,"Babmaes    Vale, 7405",Aracitaba,MG,3103306
1323,1323,"Bedford  Drive, 4286",Sales,SP,3544806
1324,1324,"Queen Caroline   Tunnel, 6870",Antônio Dias,MG,3103009
1325,1325,"Cardinal Lane, 7315",Tucano,BA,2931905
1326,1326,"Virginia Road, 5660",Três Cachoeiras,RS,4321667
1327,1327,"Cheltenham  Walk, 2675",Cristais Paulista,SP,3513207
1328,1328,"Chantry   Way, 8834",Serranópolis,GO,5220504
1329,1329,"Clere  Street, 3350",Serraria,PB,2515906
1331,1331,"Heritage Lane, 5269",Rio das Ostras,RJ,3304524
1332,1332,"Longman   Hill, 9903",Água Limpa,GO,5200209
1333,1333,"Spruce Drive, 6567",Montividiu do Norte,GO,5213772
1334,1334,"Meadow Hill, 1262",São Manoel do Paraná,PR,4125555
1335,1335,"Charterhouse  Boulevard, 9695",Coronel Freitas,SC,4204400
1336,1336,"Kingly  Alley, 3818",Entre Rios,BA,2910503
1338,1338,"Edwin   Alley, 352",Eirunepé,AM,1301407
1339,1339,"Queen Rue, 7610",Nova Olinda do Norte,AM,1303106
1340,1340,"Becher  Way, 3243",Puxinanã,PB,2512408
1341,1341,"Becher  Pass, 1370",Espírito Santo,RN,2403509
1342,1342,"Pine Route, 4785",Veranópolis,RS,4322806
1343,1343,"Sundown Route, 3930",Abre Campo,MG,3100302
1344,1344,"Cliff  Crossroad, 4916",Muitos Capões,RS,4312617
1345,1345,"Camdale  Lane, 3653",Reginópolis,SP,3542503
1346,1346,"Fairbairn  Vale, 2404",Siqueira Campos,PR,4126603
1347,1347,"Kinglake  Way, 6134",Sede Nova,RS,4320230
1348,1348,"Camelot   Vale, 3535",Juruena,MT,5105176
1349,1349,"Glenwood Pass, 8878",Marituba,PA,1504422
1350,1350,"Vine  Boulevard, 9308",São Lourenço do Sul,RS,4318804
1351,1351,"St. Pauls  Lane, 4123",Mogi das Cruzes,SP,3530607
1352,1352,"Elba  Route, 2701",Santo Antônio das Missões,RS,4317707
1353,1353,"Chart   Crossroad, 514",Jacobina do Piauí,PI,2205151
1354,1354,"Paris   Vale, 5164",Varjota,CE,2313955
1355,1355,"Dyott   Crossroad, 7225",Nova Olinda do Norte,AM,1303106
1356,1356,"Queen Caroline   Hill, 9808",Ibarama,RS,4309753
1357,1357,"Bennett  Crossroad, 3889",Divina Pastora,SE,2802007
1358,1358,"Carlton  Hill, 7455",Carinhanha,BA,2907103
1359,1359,"Garfield Walk, 501",Paulo Frontin,PR,4118709
1360,1360,"East Boulevard, 3844",Governador Newton Bello,MA,2104651
1361,1361,"Wake  Boulevard, 2429",Santa Teresa,ES,3204609
1362,1362,"Battis   Avenue, 2192",Ibicuí,BA,2912301
1363,1363,"Collins  Hill, 7022",Arambaré,RS,4300851
1364,1364,"Queen Caroline   Pass, 5149",Fortaleza,CE,2304400
1365,1365,"Canal  Hill, 198",São Francisco,SE,2806909
1367,1367,"Birkin   Crossroad, 7713",Dilermando de Aguiar,RS,4306379
1368,1368,"Under  Vale, 3807",Quixadá,CE,2311306
1369,1369,"Chapel  Lane, 4111",Icém,SP,3519808
